,Length,AT,DA,SA,SRCE,DSTI
205,417,2020-05-15 13:24:50.503162+02:00,6c:ad:f8:6d:90:14,c4:ea:1d:e6:79:e9,Router,Broadcasting
206,185,2020-05-15 13:24:50.503632+02:00,00:f6:20:f9:03:47,c4:ea:1d:e6:79:e8,Router2,Google_speaker
207,185,2020-05-15 13:24:50.504048+02:00,00:f6:20:f9:03:47,c4:ea:1d:e6:79:e8,Router2,Google_speaker
208,417,2020-05-15 13:24:50.519344+02:00,16:fd:75:5c:dd:6a,c4:ea:1d:e6:79:e9,Router,Broadcasting
209,417,2020-05-15 13:24:50.545694+02:00,16:fd:75:5c:dd:6a,c4:ea:1d:e6:79:e9,Router,Broadcasting
210,295,2020-05-15 13:24:50.556496+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
211,417,2020-05-15 13:24:50.617520+02:00,16:fd:75:5c:dd:6a,c4:ea:1d:e6:79:e9,Router,Broadcasting
212,417,2020-05-15 13:24:50.621380+02:00,16:fd:75:5c:dd:6a,c4:ea:1d:e6:79:e9,Router,Broadcasting
213,60,2020-05-15 13:24:50.640313+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
214,154,2020-05-15 13:24:50.648717+02:00,c4:ea:1d:e6:79:e8,00:f6:20:f9:03:47,Google_speaker,Router2
215,295,2020-05-15 13:24:50.656527+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
216,154,2020-05-15 13:24:50.678989+02:00,00:f6:20:f9:03:47,,Listening,Google_speaker
217,154,2020-05-15 13:24:50.690172+02:00,00:f6:20:f9:03:47,c4:ea:1d:e6:79:e8,Router2,Google_speaker
218,295,2020-05-15 13:24:50.760722+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
219,55,2020-05-15 13:24:50.763460+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
220,142,2020-05-15 13:24:50.763961+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
221,55,2020-05-15 13:24:50.814630+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
222,55,2020-05-15 13:24:50.815222+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
223,150,2020-05-15 13:24:50.849182+02:00,c4:ea:1d:e6:79:e8,00:f6:20:f9:03:47,Google_speaker,Router2
224,142,2020-05-15 13:24:50.849196+02:00,c4:ea:1d:e6:79:e8,00:f6:20:f9:03:47,Google_speaker,Router2
225,460,2020-05-15 13:24:50.849248+02:00,c4:ea:1d:e6:79:e8,00:f6:20:f9:03:47,Google_speaker,Router2
226,295,2020-05-15 13:24:50.861330+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
227,154,2020-05-15 13:24:50.871570+02:00,00:f6:20:f9:03:47,c4:ea:1d:e6:79:e8,Router2,Google_speaker
228,154,2020-05-15 13:24:50.871949+02:00,00:f6:20:f9:03:47,c4:ea:1d:e6:79:e8,Router2,Google_speaker
229,146,2020-05-15 13:24:50.884546+02:00,00:f6:20:f9:03:47,c4:ea:1d:e6:79:e8,Router2,Google_speaker
230,146,2020-05-15 13:24:50.892241+02:00,00:f6:20:f9:03:47,c4:ea:1d:e6:79:e8,Router2,Google_speaker
231,229,2020-05-15 13:24:50.897271+02:00,00:f6:20:f9:03:47,c4:ea:1d:e6:79:e8,Router2,Google_speaker
232,256,2020-05-15 13:24:50.897726+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:62:3b:53,Desktop,Google_hub
233,125,2020-05-15 13:24:50.918462+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
234,140,2020-05-15 13:24:50.920937+02:00,74:c6:3b:50:5f:b9,c4:ea:1d:e6:79:e8,Router2,Azurewave
235,295,2020-05-15 13:24:50.967546+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
236,417,2020-05-15 13:24:51.011220+02:00,f0:ef:86:21:5f:e0,c4:ea:1d:e6:79:e9,Router,Broadcasting
237,417,2020-05-15 13:24:51.022575+02:00,f0:ef:86:21:5f:e0,c4:ea:1d:e6:79:e9,Router,Broadcasting
238,417,2020-05-15 13:24:51.027036+02:00,f0:ef:86:21:5f:e0,c4:ea:1d:e6:79:e9,Router,Broadcasting
239,417,2020-05-15 13:24:51.033300+02:00,f0:ef:86:21:5f:e0,c4:ea:1d:e6:79:e9,Router,Broadcasting
240,142,2020-05-15 13:24:51.036551+02:00,c4:ea:1d:e6:79:e8,00:f6:20:f9:03:47,Google_speaker,Router2
241,146,2020-05-15 13:24:51.036600+02:00,c4:ea:1d:e6:79:e8,00:f6:20:f9:03:47,Google_speaker,Router2
242,295,2020-05-15 13:24:51.068387+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
243,55,2020-05-15 13:24:51.070784+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
244,127,2020-05-15 13:24:51.072321+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
245,256,2020-05-15 13:24:51.072344+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:62:3b:53,Desktop,Google_hub
246,127,2020-05-15 13:24:51.073085+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
247,142,2020-05-15 13:24:51.073795+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
248,241,2020-05-15 13:24:51.077705+02:00,e4:ce:8f:62:3b:53,d4:f5:47:27:f9:8e,Google_hub,Desktop
249,256,2020-05-15 13:24:51.078565+02:00,e4:ce:8f:62:3b:53,d4:f5:47:27:f9:8e,Google_hub,Desktop
250,146,2020-05-15 13:24:51.078827+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:62:3b:53,Desktop,Google_hub
251,146,2020-05-15 13:24:51.079373+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:62:3b:53,Desktop,Google_hub
252,146,2020-05-15 13:24:51.079637+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:62:3b:53,Desktop,Google_hub
253,142,2020-05-15 13:24:51.079816+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
254,142,2020-05-15 13:24:51.080383+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
255,146,2020-05-15 13:24:51.110772+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:62:3b:53,Desktop,Google_hub
256,55,2020-05-15 13:24:51.131153+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
257,55,2020-05-15 13:24:51.131590+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
258,146,2020-05-15 13:24:51.134096+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:62:3b:53,Desktop,Google_hub
259,146,2020-05-15 13:24:51.134611+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:62:3b:53,Desktop,Google_hub
260,127,2020-05-15 13:24:51.197788+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
261,127,2020-05-15 13:24:51.199201+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
262,127,2020-05-15 13:24:51.200743+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
263,127,2020-05-15 13:24:51.201833+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
264,142,2020-05-15 13:24:51.202316+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
265,146,2020-05-15 13:24:51.202467+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:62:3b:53,Desktop,Google_hub
266,142,2020-05-15 13:24:51.207568+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
267,142,2020-05-15 13:24:51.207818+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
268,55,2020-05-15 13:24:51.208310+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
269,53,2020-05-15 13:24:51.302494+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:62:3b:53,Desktop,Router
270,53,2020-05-15 13:24:51.303032+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:62:3b:53,Desktop,Router
271,295,2020-05-15 13:24:51.380833+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
272,295,2020-05-15 13:24:51.580522+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
273,295,2020-05-15 13:24:51.680582+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
274,127,2020-05-15 13:24:51.716185+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
275,55,2020-05-15 13:24:51.722013+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
276,142,2020-05-15 13:24:51.725125+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
277,131,2020-05-15 13:24:51.728683+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
278,142,2020-05-15 13:24:51.730141+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
279,55,2020-05-15 13:24:51.736122+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
280,55,2020-05-15 13:24:51.736573+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
281,142,2020-05-15 13:24:51.737844+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
282,146,2020-05-15 13:24:51.742557+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
283,295,2020-05-15 13:24:51.784030+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
284,295,2020-05-15 13:24:51.887115+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
285,125,2020-05-15 13:24:51.921513+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
286,125,2020-05-15 13:24:51.922682+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
287,125,2020-05-15 13:24:51.923934+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
288,125,2020-05-15 13:24:51.925757+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
289,140,2020-05-15 13:24:51.933977+02:00,74:c6:3b:50:5f:b9,c4:ea:1d:e6:79:e8,Router2,Azurewave
290,295,2020-05-15 13:24:51.987817+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
291,418,2020-05-15 13:24:51.999100+02:00,01:00:5e:7f:ff:fa,ec:b5:fa:20:73:ef,PhilipsHue,Broadcasting
292,427,2020-05-15 13:24:52.013689+02:00,01:00:5e:7f:ff:fa,ec:b5:fa:20:73:ef,PhilipsHue,Broadcasting
293,427,2020-05-15 13:24:52.020615+02:00,01:00:5e:7f:ff:fa,ec:b5:fa:20:73:ef,PhilipsHue,Broadcasting
294,127,2020-05-15 13:24:52.028664+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
295,421,2020-05-15 13:24:52.034454+02:00,01:00:5e:7f:ff:fa,ec:b5:fa:20:73:ef,PhilipsHue,Broadcasting
296,142,2020-05-15 13:24:52.034493+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
297,55,2020-05-15 13:24:52.087050+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
298,295,2020-05-15 13:24:52.091342+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
299,295,2020-05-15 13:24:52.193698+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
300,127,2020-05-15 13:24:52.198290+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
301,127,2020-05-15 13:24:52.198463+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
302,127,2020-05-15 13:24:52.198961+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
303,127,2020-05-15 13:24:52.199438+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
304,142,2020-05-15 13:24:52.201004+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
305,142,2020-05-15 13:24:52.205528+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
306,142,2020-05-15 13:24:52.205580+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
307,142,2020-05-15 13:24:52.205587+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
308,142,2020-05-15 13:24:52.205635+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
309,142,2020-05-15 13:24:52.205788+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
310,127,2020-05-15 13:24:52.206902+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
311,127,2020-05-15 13:24:52.208014+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
312,55,2020-05-15 13:24:52.209016+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
313,55,2020-05-15 13:24:52.213992+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
314,295,2020-05-15 13:24:52.297063+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
315,55,2020-05-15 13:24:52.353359+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
316,142,2020-05-15 13:24:52.362115+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
317,142,2020-05-15 13:24:52.363030+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
318,142,2020-05-15 13:24:52.363292+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
319,55,2020-05-15 13:24:52.370303+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
320,55,2020-05-15 13:24:52.371901+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
321,295,2020-05-15 13:24:52.397198+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
322,295,2020-05-15 13:24:52.499803+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
323,295,2020-05-15 13:24:52.602183+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
324,295,2020-05-15 13:24:52.809816+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
325,125,2020-05-15 13:24:52.924648+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
326,125,2020-05-15 13:24:52.925770+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
327,125,2020-05-15 13:24:52.926821+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
328,125,2020-05-15 13:24:52.928544+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
329,125,2020-05-15 13:24:52.931600+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
330,155,2020-05-15 13:24:52.931988+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
331,417,2020-05-15 13:24:52.936882+02:00,e4:ce:8f:4c:29:ae,c4:ea:1d:e6:79:e9,Router,Laptop
332,155,2020-05-15 13:24:52.942685+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
333,125,2020-05-15 13:24:52.945692+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
334,125,2020-05-15 13:24:52.947426+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
335,125,2020-05-15 13:24:52.955470+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
336,155,2020-05-15 13:24:52.955628+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
337,155,2020-05-15 13:24:52.965803+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
338,155,2020-05-15 13:24:52.979006+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
339,155,2020-05-15 13:24:52.989885+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
340,155,2020-05-15 13:24:53.002963+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
341,155,2020-05-15 13:24:53.014146+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
342,155,2020-05-15 13:24:53.028026+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
343,155,2020-05-15 13:24:53.039378+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
344,60,2020-05-15 13:24:53.052920+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
345,55,2020-05-15 13:24:53.064449+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
346,55,2020-05-15 13:24:53.067224+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
347,60,2020-05-15 13:24:53.098208+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
348,155,2020-05-15 13:24:53.103848+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
349,155,2020-05-15 13:24:53.120318+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
350,155,2020-05-15 13:24:53.129087+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
351,155,2020-05-15 13:24:53.137224+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
352,155,2020-05-15 13:24:53.150553+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
353,155,2020-05-15 13:24:53.161722+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
354,155,2020-05-15 13:24:53.174699+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
355,155,2020-05-15 13:24:53.189130+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
356,155,2020-05-15 13:24:53.199210+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
357,155,2020-05-15 13:24:53.210342+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
358,60,2020-05-15 13:24:53.240087+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
359,60,2020-05-15 13:24:53.285555+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
360,155,2020-05-15 13:24:53.287996+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
361,155,2020-05-15 13:24:53.299222+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
362,155,2020-05-15 13:24:53.312465+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
363,155,2020-05-15 13:24:53.323241+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
364,155,2020-05-15 13:24:53.337986+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
365,155,2020-05-15 13:24:53.348348+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
366,417,2020-05-15 13:24:53.353961+02:00,e4:ce:8f:4c:29:ae,c4:ea:1d:e6:79:e9,Router,Laptop
367,149,2020-05-15 13:24:53.362369+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
368,149,2020-05-15 13:24:53.373520+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
369,149,2020-05-15 13:24:53.386339+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
370,149,2020-05-15 13:24:53.397224+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
371,295,2020-05-15 13:24:53.421243+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
372,60,2020-05-15 13:24:53.487223+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
373,149,2020-05-15 13:24:53.490714+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
374,149,2020-05-15 13:24:53.501920+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
375,149,2020-05-15 13:24:53.514831+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
376,149,2020-05-15 13:24:53.525636+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
377,417,2020-05-15 13:24:53.543025+02:00,3c:cf:5b:bd:85:61,c4:ea:1d:e6:79:e9,Router,Broadcasting
378,417,2020-05-15 13:24:53.557394+02:00,3c:cf:5b:bd:85:61,c4:ea:1d:e6:79:e9,Router,Broadcasting
379,417,2020-05-15 13:24:53.584910+02:00,3c:cf:5b:bd:85:61,c4:ea:1d:e6:79:e9,Router,Broadcasting
380,417,2020-05-15 13:24:53.595516+02:00,3c:cf:5b:bd:85:61,c4:ea:1d:e6:79:e9,Router,Broadcasting
381,417,2020-05-15 13:24:53.617669+02:00,3c:cf:5b:bd:85:61,c4:ea:1d:e6:79:e9,Router,Broadcasting
382,295,2020-05-15 13:24:53.626180+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
383,142,2020-05-15 13:24:53.649926+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
384,142,2020-05-15 13:24:53.650533+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
385,142,2020-05-15 13:24:53.650846+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
386,142,2020-05-15 13:24:53.653994+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
387,55,2020-05-15 13:24:53.657960+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
388,55,2020-05-15 13:24:53.658457+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
389,60,2020-05-15 13:24:53.662903+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
390,177,2020-05-15 13:24:53.666897+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
391,146,2020-05-15 13:24:53.669907+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
392,60,2020-05-15 13:24:53.687912+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
393,60,2020-05-15 13:24:53.687930+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
394,60,2020-05-15 13:24:53.687943+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
395,134,2020-05-15 13:24:53.692352+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
396,134,2020-05-15 13:24:53.693260+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
397,297,2020-05-15 13:24:53.701199+02:00,01:00:5e:7f:ff:fa,e4:ce:8f:62:3b:53,Desktop,Broadcasting
398,297,2020-05-15 13:24:53.701782+02:00,01:00:5e:7f:ff:fa,e4:ce:8f:62:3b:53,Desktop,Broadcasting
399,297,2020-05-15 13:24:53.702076+02:00,01:00:5e:7f:ff:fa,e4:ce:8f:62:3b:53,Desktop,Broadcasting
400,295,2020-05-15 13:24:53.728500+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
401,134,2020-05-15 13:24:53.738518+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
402,154,2020-05-15 13:24:53.759185+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
403,154,2020-05-15 13:24:53.784404+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
404,295,2020-05-15 13:24:53.832282+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
405,284,2020-05-15 13:24:53.834666+02:00,01:00:5e:7f:ff:fa,e4:ce:8f:62:3b:53,Desktop,Broadcasting
406,55,2020-05-15 13:24:53.835754+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
407,142,2020-05-15 13:24:53.836243+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
408,150,2020-05-15 13:24:53.854663+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
409,146,2020-05-15 13:24:53.854727+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
